degree,window,bandwidth,avg_return,num_stocks
1.0,40.0,1.2999999999999998,429.4847531402948,86.0
1.0,40.0,1.4,457.48186693690656,86.0
1.0,40.0,1.4999999999999998,474.6903586094957,86.0
1.0,40.0,1.5999999999999996,481.8925745433807,86.0
1.0,40.0,1.6999999999999995,451.7049647302813,86.0
1.0,40.0,1.7999999999999998,475.21874653755754,86.0
1.0,40.0,1.8999999999999997,448.682226872307,86.0
1.0,40.0,1.9999999999999996,426.1043220007514,86.0
1.0,40.0,2.0999999999999996,435.2259749749348,86.0
1.0,40.0,2.1999999999999997,430.5463555009832,86.0
1.0,40.0,2.3,421.69148862165,86.0
1.0,40.0,2.3999999999999995,431.4078758556485,86.0
1.0,40.0,2.4999999999999996,441.4208161467568,86.0
1.0,40.0,2.5999999999999996,447.705613213843,86.0
1.0,40.0,2.6999999999999993,487.0623238709629,86.0
1.0,40.0,2.7999999999999994,469.21148829463954,86.0
1.0,40.0,2.8999999999999995,458.5174162320475,86.0
1.0,40.0,2.9999999999999996,485.71169665567066,86.0
1.0,40.0,3.0999999999999996,456.693511592588,86.0
1.0,40.0,3.1999999999999993,474.5612087251187,86.0
1.0,40.0,3.2999999999999994,493.4797326008733,86.0
1.0,40.0,3.3999999999999995,449.8546141215922,86.0
1.0,40.0,3.499999999999999,474.90712668370537,86.0
1.0,40.0,3.599999999999999,442.0380984036708,86.0
1.0,40.0,3.6999999999999993,456.16694335902935,86.0
1.0,40.0,3.7999999999999994,421.8161094827241,86.0
1.0,40.0,3.899999999999999,426.94670747401307,86.0
1.0,40.0,3.999999999999999,408.7948648502572,86.0
1.0,50.0,0.5,469.7635227854724,86.0
1.0,50.0,0.6,462.7158836136136,86.0
1.0,50.0,0.7,491.7038181329735,86.0
1.0,50.0,0.7999999999999999,494.30083253639344,86.0
1.0,50.0,0.8999999999999999,463.7849329452119,86.0
1.0,50.0,1.0,463.91202095384693,86.0
1.0,50.0,1.1,448.14158368921767,86.0
1.0,50.0,1.1999999999999995,440.91816060548234,86.0
1.0,50.0,1.2999999999999998,436.36775865536936,86.0
1.0,50.0,1.4,426.3562869777539,86.0
1.0,50.0,1.4999999999999998,400.5759817613588,86.0
1.0,50.0,1.5999999999999996,408.27542062100633,86.0
1.0,50.0,1.6999999999999995,415.0474941363563,86.0
1.0,50.0,1.7999999999999998,442.0595082508671,86.0
1.0,50.0,1.8999999999999997,442.77622674513555,86.0
1.0,50.0,1.9999999999999996,436.0956063132028,86.0
1.0,50.0,2.0999999999999996,411.5766640751101,86.0
1.0,50.0,2.1999999999999997,404.8908759245524,86.0
1.0,50.0,2.3,407.9111369794371,86.0
1.0,50.0,2.3999999999999995,428.4556507270896,86.0
1.0,50.0,2.4999999999999996,473.4707504388441,86.0
1.0,50.0,2.5999999999999996,480.13927765048794,86.0
1.0,50.0,2.6999999999999993,460.6748073404907,86.0
1.0,50.0,2.7999999999999994,450.4981006353446,86.0
1.0,50.0,2.8999999999999995,455.78303039972474,86.0
1.0,50.0,2.9999999999999996,455.47388031805224,86.0
1.0,50.0,3.0999999999999996,485.89646878731946,86.0
1.0,50.0,3.1999999999999993,460.12336673943463,86.0
1.0,50.0,3.2999999999999994,435.48561148572065,86.0
1.0,50.0,3.3999999999999995,473.69379997872414,86.0
1.0,50.0,3.499999999999999,440.9600248729146,86.0
1.0,50.0,3.599999999999999,440.67581696890136,86.0
1.0,50.0,3.6999999999999993,436.5004076494692,86.0
1.0,50.0,3.7999999999999994,453.15881623873025,86.0
1.0,50.0,3.899999999999999,488.32385942566685,86.0
1.0,50.0,3.999999999999999,483.7712978503912,86.0
1.0,60.0,0.5,419.5368592067377,86.0
1.0,60.0,0.6,421.7474505131526,86.0
1.0,60.0,0.7,434.24871946945893,86.0
1.0,60.0,0.7999999999999999,440.4711770094578,86.0
1.0,60.0,0.8999999999999999,447.1114567390168,86.0
1.0,60.0,1.0,425.2495391170605,86.0
1.0,60.0,1.1,419.7350786716811,86.0
1.0,60.0,1.1999999999999995,442.49087480760306,86.0
1.0,60.0,1.2999999999999998,445.58443751780305,86.0
1.0,60.0,1.4,437.9666542156261,86.0
1.0,60.0,1.4999999999999998,432.1132373137692,86.0
1.0,60.0,1.5999999999999996,431.614469188226,86.0
1.0,60.0,1.6999999999999995,438.7672363790928,86.0
1.0,60.0,1.7999999999999998,423.3449844859244,86.0
1.0,60.0,1.8999999999999997,455.0308815709127,86.0
1.0,60.0,1.9999999999999996,434.2440736624644,86.0
1.0,60.0,2.0999999999999996,436.4469957852071,86.0
1.0,60.0,2.1999999999999997,451.8197164615016,86.0
1.0,60.0,2.3,478.15647234529337,86.0
1.0,60.0,2.3999999999999995,461.4584947872993,86.0
1.0,60.0,2.4999999999999996,479.0153326685714,86.0
1.0,60.0,2.5999999999999996,465.3384811104777,86.0
1.0,60.0,2.6999999999999993,476.91692131835225,86.0
1.0,60.0,2.7999999999999994,482.60344263366983,86.0
1.0,60.0,2.8999999999999995,455.0291931975578,86.0
1.0,60.0,2.9999999999999996,486.12421756203526,86.0
1.0,60.0,3.0999999999999996,494.9749049830894,86.0
1.0,60.0,3.1999999999999993,469.8230126076539,86.0
1.0,60.0,3.2999999999999994,460.08520802218914,86.0
1.0,60.0,3.3999999999999995,497.58385784148777,86.0
1.0,60.0,3.499999999999999,501.8349955903759,86.0
1.0,60.0,3.599999999999999,516.0392429158818,86.0
1.0,60.0,3.6999999999999993,457.9257309313749,86.0
1.0,60.0,3.7999999999999994,425.7817043609113,86.0
1.0,60.0,3.899999999999999,446.56896868933114,86.0
1.0,60.0,3.999999999999999,451.4146795869093,86.0
1.0,70.0,0.5,423.37069806316623,86.0
1.0,70.0,0.6,433.2986121821251,86.0
1.0,70.0,0.7,420.3253083696284,86.0
1.0,70.0,0.7999999999999999,413.2260098262932,86.0
1.0,70.0,0.8999999999999999,418.84597354558184,86.0
1.0,70.0,1.0,421.8864187815769,86.0
1.0,70.0,1.1,431.6352885703498,86.0
1.0,70.0,1.1999999999999995,425.90023433318333,86.0
1.0,70.0,1.2999999999999998,424.5158696733077,86.0
1.0,70.0,1.4,420.57092022799856,86.0
1.0,70.0,1.4999999999999998,421.7550283582625,86.0
1.0,70.0,1.5999999999999996,428.78938607637417,86.0
1.0,70.0,1.6999999999999995,440.87486425776456,86.0
1.0,70.0,1.7999999999999998,429.18437169187246,86.0
1.0,70.0,1.8999999999999997,438.7615765785063,86.0
1.0,70.0,1.9999999999999996,475.7949209603428,86.0
1.0,70.0,2.0999999999999996,498.6052482066693,86.0
1.0,70.0,2.1999999999999997,526.0924466299074,86.0
1.0,70.0,2.3,467.1201312705816,86.0
1.0,70.0,2.3999999999999995,465.8162887829045,86.0
1.0,70.0,2.4999999999999996,510.00818894060734,86.0
1.0,70.0,2.5999999999999996,556.2732671209852,86.0
1.0,70.0,2.6999999999999993,558.1762984819502,86.0
1.0,70.0,2.7999999999999994,516.5957987929011,86.0
1.0,70.0,2.8999999999999995,516.6806185523399,86.0
1.0,70.0,2.9999999999999996,539.7532197611636,86.0
1.0,70.0,3.0999999999999996,560.4757881665378,86.0
1.0,70.0,3.1999999999999993,482.07428184218793,86.0
1.0,70.0,3.2999999999999994,469.9411867630695,86.0
1.0,70.0,3.3999999999999995,491.2302927108141,86.0
1.0,70.0,3.499999999999999,455.5289740808872,86.0
1.0,70.0,3.599999999999999,492.940652916267,86.0
1.0,70.0,3.6999999999999993,511.3552637605185,86.0
1.0,70.0,3.7999999999999994,473.1309292893072,86.0
1.0,70.0,3.899999999999999,467.96795622798874,86.0
1.0,70.0,3.999999999999999,479.2748327711823,86.0
1.0,80.0,0.5,435.17033330381565,86.0
1.0,80.0,0.6,433.69156180239594,86.0
1.0,80.0,0.7,425.2840640763834,86.0
1.0,80.0,0.7999999999999999,415.3649850802748,86.0
1.0,80.0,0.8999999999999999,418.3768468436831,86.0
1.0,80.0,1.0,408.6070633091385,86.0
1.0,80.0,1.1,406.5537939337115,86.0
1.0,80.0,1.1999999999999995,420.6381537960379,86.0
1.0,80.0,1.2999999999999998,405.1601128200692,86.0
1.0,80.0,1.4,388.87175776115055,86.0
1.0,80.0,1.4999999999999998,374.4203847448649,86.0
1.0,80.0,1.5999999999999996,419.4034329642205,86.0
1.0,80.0,1.6999999999999995,440.3429172006463,86.0
1.0,80.0,1.7999999999999998,486.60914892572066,86.0
1.0,80.0,1.8999999999999997,511.9159731449395,86.0
1.0,80.0,1.9999999999999996,461.0417465128038,86.0
1.0,80.0,2.0999999999999996,481.3664554826928,86.0
1.0,80.0,2.1999999999999997,480.62697638705015,86.0
1.0,80.0,2.3,480.0475721610259,86.0
1.0,80.0,2.3999999999999995,482.3436689230562,86.0
1.0,80.0,2.4999999999999996,455.9155610295881,86.0
1.0,80.0,2.5999999999999996,511.5546769405905,86.0
1.0,80.0,2.6999999999999993,563.8079780477342,86.0
1.0,80.0,2.7999999999999994,578.1244251376287,86.0
1.0,80.0,2.8999999999999995,528.4595503418207,86.0
1.0,80.0,2.9999999999999996,501.47995337890455,86.0
1.0,80.0,3.0999999999999996,507.7189201402315,86.0
1.0,80.0,3.1999999999999993,499.9789413030523,86.0
1.0,80.0,3.2999999999999994,471.3529296413118,86.0
1.0,80.0,3.3999999999999995,438.489787716242,86.0
1.0,80.0,3.499999999999999,436.7705477356538,86.0
1.0,80.0,3.599999999999999,464.7827456197987,86.0
1.0,80.0,3.6999999999999993,492.6054509217393,86.0
1.0,80.0,3.7999999999999994,477.8064574761733,86.0
1.0,80.0,3.899999999999999,464.4580484769372,86.0
1.0,80.0,3.999999999999999,494.317600532456,86.0
1.0,90.0,0.5,386.743914607231,86.0
1.0,90.0,0.6,407.0684115691195,86.0
1.0,90.0,0.7,417.0620814002957,86.0
1.0,90.0,0.7999999999999999,395.4848628735168,86.0
1.0,90.0,0.8999999999999999,387.8227181353539,86.0
1.0,90.0,1.0,395.83365140756206,86.0
1.0,90.0,1.1,395.21537220117574,86.0
1.0,90.0,1.1999999999999995,416.2475109619571,86.0
1.0,90.0,1.2999999999999998,422.6609597775743,86.0
1.0,90.0,1.4,421.3672760879241,86.0
1.0,90.0,1.4999999999999998,460.686495714848,86.0
1.0,90.0,1.5999999999999996,447.0489927975013,86.0
1.0,90.0,1.6999999999999995,449.4685492810562,86.0
1.0,90.0,1.7999999999999998,474.93808846343745,86.0
1.0,90.0,1.8999999999999997,477.49536546113063,86.0
1.0,90.0,1.9999999999999996,500.2489043834224,86.0
1.0,90.0,2.0999999999999996,482.22394801832746,86.0
1.0,90.0,2.1999999999999997,464.1904489369315,86.0
1.0,90.0,2.3,490.47222860825383,86.0
1.0,90.0,2.3999999999999995,537.5726074063894,86.0
1.0,90.0,2.4999999999999996,514.9585722199562,86.0
1.0,90.0,2.5999999999999996,525.2322129586026,86.0
1.0,90.0,2.6999999999999993,518.4886440855951,86.0
1.0,90.0,2.7999999999999994,478.8775144701525,86.0
1.0,90.0,2.8999999999999995,495.1581633423892,86.0
1.0,90.0,2.9999999999999996,513.2543203473303,86.0
1.0,90.0,3.0999999999999996,484.4415846981695,86.0
1.0,90.0,3.1999999999999993,492.38215509882144,86.0
1.0,90.0,3.2999999999999994,472.6909659135091,86.0
1.0,90.0,3.3999999999999995,474.9327832648646,86.0
1.0,90.0,3.499999999999999,484.207641932801,86.0
1.0,90.0,3.599999999999999,497.390605671105,86.0
1.0,90.0,3.6999999999999993,516.7397808285479,86.0
1.0,90.0,3.7999999999999994,490.95978515801113,86.0
1.0,90.0,3.899999999999999,540.8954818777967,86.0
1.0,90.0,3.999999999999999,540.7463153675836,86.0
1.0,100.0,0.5,403.2687219824958,86.0
1.0,100.0,0.6,413.287076750958,86.0
1.0,100.0,0.7,419.605327950428,86.0
1.0,100.0,0.7999999999999999,413.9189450809842,86.0
1.0,100.0,0.8999999999999999,410.6168916808064,86.0
1.0,100.0,1.0,408.0839544042072,86.0
1.0,100.0,1.1,408.6696967215557,86.0
1.0,100.0,1.1999999999999995,412.9900034901348,86.0
1.0,100.0,1.2999999999999998,423.91511531850136,86.0
1.0,100.0,1.4,454.77977823082824,86.0
1.0,100.0,1.4999999999999998,459.2868268017546,86.0
1.0,100.0,1.5999999999999996,448.8296552164032,86.0
1.0,100.0,1.6999999999999995,428.57220003059336,86.0
1.0,100.0,1.7999999999999998,431.93344180651906,86.0
1.0,100.0,1.8999999999999997,436.63990086450315,86.0
1.0,100.0,1.9999999999999996,404.6490113756578,86.0
1.0,100.0,2.0999999999999996,438.14826233529067,86.0
1.0,100.0,2.1999999999999997,484.0866339036322,86.0
1.0,100.0,2.3,510.0066651700539,86.0
1.0,100.0,2.3999999999999995,553.8837654407869,86.0
1.0,100.0,2.4999999999999996,560.3880657706014,86.0
1.0,100.0,2.5999999999999996,585.136676223799,86.0
1.0,100.0,2.6999999999999993,556.5904600336085,86.0
1.0,100.0,2.7999999999999994,532.1776547800681,86.0
1.0,100.0,2.8999999999999995,514.0502151954175,86.0
1.0,100.0,2.9999999999999996,520.3078547713546,86.0
1.0,100.0,3.0999999999999996,499.7648510928232,86.0
1.0,100.0,3.1999999999999993,475.8261950177737,86.0
1.0,100.0,3.2999999999999994,462.7219480618254,86.0
1.0,100.0,3.3999999999999995,474.65711679580306,86.0
1.0,100.0,3.499999999999999,480.9825254898318,86.0
1.0,100.0,3.599999999999999,474.5667056217293,86.0
1.0,100.0,3.6999999999999993,479.79188247181514,86.0
1.0,100.0,3.7999999999999994,478.1423477357168,86.0
1.0,100.0,3.899999999999999,434.1100425027739,86.0
1.0,100.0,3.999999999999999,445.1269357962907,86.0
1.0,110.0,0.5,439.8683544737204,86.0
1.0,110.0,0.6,426.7003155244687,86.0
1.0,110.0,0.7,413.0471921448532,86.0
1.0,110.0,0.7999999999999999,404.4345868035792,86.0
1.0,110.0,0.8999999999999999,399.7616200498297,86.0
1.0,110.0,1.0,391.4928204234741,86.0
1.0,110.0,1.1,403.2342223198464,86.0
1.0,110.0,1.1999999999999995,396.342224881631,86.0
1.0,110.0,1.2999999999999998,401.3133728885344,86.0
1.0,110.0,1.4,400.8379577656619,86.0
1.0,110.0,1.4999999999999998,440.7028249056699,86.0
1.0,110.0,1.5999999999999996,423.5762651634936,86.0
1.0,110.0,1.6999999999999995,428.13076326667687,86.0
1.0,110.0,1.7999999999999998,431.0370493685666,86.0
1.0,110.0,1.8999999999999997,448.0661741958857,86.0
1.0,110.0,1.9999999999999996,456.3791451095088,86.0
1.0,110.0,2.0999999999999996,477.13335574336486,86.0
1.0,110.0,2.1999999999999997,515.4435346662738,86.0
1.0,110.0,2.3,555.481282853402,86.0
1.0,110.0,2.3999999999999995,542.9914113678932,86.0
1.0,110.0,2.4999999999999996,562.6930485205833,86.0
1.0,110.0,2.5999999999999996,554.037581975187,86.0
1.0,110.0,2.6999999999999993,547.3384994898292,86.0
1.0,110.0,2.7999999999999994,532.5788309688328,86.0
1.0,110.0,2.8999999999999995,571.0420178955524,86.0
1.0,110.0,2.9999999999999996,565.8540542563403,86.0
1.0,110.0,3.0999999999999996,544.8980718657285,86.0
1.0,110.0,3.1999999999999993,531.5092137771014,86.0
1.0,110.0,3.2999999999999994,505.5290224370347,86.0
1.0,110.0,3.3999999999999995,496.635840553685,86.0
1.0,110.0,3.499999999999999,498.079011496668,86.0
1.0,110.0,3.599999999999999,446.458106802388,86.0
1.0,110.0,3.6999999999999993,446.9935213266688,86.0
1.0,110.0,3.7999999999999994,462.9870496454698,86.0
1.0,110.0,3.899999999999999,499.5566864229267,86.0
1.0,110.0,3.999999999999999,482.9621385921756,86.0
1.0,120.0,0.5,406.02368239728423,86.0
1.0,120.0,0.6,429.48687547962,86.0
1.0,120.0,0.7,389.8086003432848,86.0
1.0,120.0,0.7999999999999999,390.8838604991875,86.0
1.0,120.0,0.8999999999999999,400.05076102298335,86.0
1.0,120.0,1.0,403.538124291913,86.0
1.0,120.0,1.1,399.520753242461,86.0
1.0,120.0,1.1999999999999995,434.2353912030501,86.0
1.0,120.0,1.2999999999999998,410.19618539193885,86.0
1.0,120.0,1.4,411.64887531605194,86.0
1.0,120.0,1.4999999999999998,431.2364256744057,86.0
1.0,120.0,1.5999999999999996,451.89922493463854,86.0
1.0,120.0,1.6999999999999995,426.0312248125352,86.0
1.0,120.0,1.7999999999999998,436.7085265857906,86.0
1.0,120.0,1.8999999999999997,440.3702002385424,86.0
1.0,120.0,1.9999999999999996,451.75055099019175,86.0
1.0,120.0,2.0999999999999996,480.86589417900575,86.0
1.0,120.0,2.1999999999999997,511.6567820318606,86.0
1.0,120.0,2.3,524.9673563208701,86.0
1.0,120.0,2.3999999999999995,536.9960580026303,86.0
1.0,120.0,2.4999999999999996,554.8698039681399,86.0
1.0,120.0,2.5999999999999996,590.9714678834528,86.0
1.0,120.0,2.6999999999999993,619.465069233213,86.0
1.0,120.0,2.7999999999999994,569.0410681537953,86.0
1.0,120.0,2.8999999999999995,564.3545340651931,86.0
1.0,120.0,2.9999999999999996,549.5796697751211,86.0
1.0,120.0,3.0999999999999996,540.1513506424848,86.0
1.0,120.0,3.1999999999999993,505.50198810190466,86.0
1.0,120.0,3.2999999999999994,495.91616832291646,86.0
1.0,120.0,3.3999999999999995,479.4195414648729,86.0
1.0,120.0,3.499999999999999,480.2987537896812,86.0
1.0,120.0,3.599999999999999,475.09896800502605,86.0
1.0,120.0,3.6999999999999993,486.6165878627031,86.0
1.0,120.0,3.7999999999999994,482.0407414908301,86.0
1.0,120.0,3.899999999999999,470.38686670393975,86.0
1.0,120.0,3.999999999999999,490.2947726176324,86.0
2.0,20.0,0.5,509.87335444573273,86.0
2.0,20.0,0.6,515.6592118306548,86.0
2.0,20.0,0.7,491.65148241682806,86.0
2.0,20.0,0.7999999999999999,499.904650481587,86.0
2.0,20.0,0.8999999999999999,500.3327757249765,86.0
2.0,20.0,1.0,509.5686481363475,86.0
2.0,20.0,1.1,484.4272754871423,86.0
2.0,20.0,1.1999999999999995,477.9473891317657,86.0
2.0,20.0,1.2999999999999998,491.329058900536,86.0
2.0,20.0,1.4,501.38522067149336,86.0
2.0,20.0,1.4999999999999998,471.4160518353735,86.0
2.0,20.0,1.5999999999999996,480.2881983171285,86.0
2.0,20.0,1.6999999999999995,470.6011228439642,86.0
2.0,20.0,1.7999999999999998,461.3003750094704,86.0
2.0,20.0,1.8999999999999997,482.17916864224406,86.0
2.0,20.0,1.9999999999999996,478.7762709149155,86.0
2.0,20.0,2.0999999999999996,478.9159562841773,86.0
2.0,20.0,2.1999999999999997,506.5326807856845,86.0
2.0,20.0,2.3,477.73191271903727,86.0
2.0,20.0,2.3999999999999995,476.90453432591784,86.0
2.0,20.0,2.4999999999999996,463.4052617260826,86.0
2.0,20.0,2.5999999999999996,505.98879645779385,86.0
2.0,20.0,2.6999999999999993,459.1544053094844,86.0
2.0,20.0,2.7999999999999994,454.7720174835847,86.0
2.0,20.0,2.8999999999999995,424.5198594869916,86.0
2.0,20.0,2.9999999999999996,434.2043689198457,86.0
2.0,20.0,3.0999999999999996,401.3716817666977,86.0
2.0,20.0,3.1999999999999993,392.951991230252,86.0
2.0,20.0,3.2999999999999994,401.298335959035,86.0
2.0,20.0,3.3999999999999995,373.1184299785288,86.0
2.0,20.0,3.499999999999999,375.77090612978446,86.0
2.0,20.0,3.599999999999999,356.981293588782,86.0
2.0,20.0,3.6999999999999993,386.7192979203804,86.0
2.0,20.0,3.7999999999999994,384.70634773203,86.0
2.0,20.0,3.899999999999999,382.9137326374389,86.0
2.0,20.0,3.999999999999999,393.37644009127183,86.0
2.0,30.0,0.5,579.8963808873859,86.0
2.0,30.0,0.6,575.1883369277509,86.0
2.0,30.0,0.7,558.7563009147593,86.0
2.0,30.0,0.7999999999999999,556.202607826946,86.0
2.0,30.0,0.8999999999999999,522.89204010038,86.0
2.0,30.0,1.0,529.835470008074,86.0
2.0,30.0,1.1,503.97782124351505,86.0
2.0,30.0,1.1999999999999995,475.58742076858664,86.0
2.0,30.0,1.2999999999999998,465.39031263229,86.0
2.0,30.0,1.4,481.527762091558,86.0
2.0,30.0,1.4999999999999998,457.1850817031897,86.0
2.0,30.0,1.5999999999999996,456.2091531723955,86.0
2.0,30.0,1.6999999999999995,430.1994150902316,86.0
2.0,30.0,1.7999999999999998,428.65692105707353,86.0
2.0,30.0,1.8999999999999997,433.20809590231096,86.0
2.0,30.0,1.9999999999999996,399.53770518200633,86.0
2.0,30.0,2.0999999999999996,368.8749597512224,86.0
2.0,30.0,2.1999999999999997,386.1213733306582,86.0
2.0,30.0,2.3,390.5290057281702,86.0
2.0,30.0,2.3999999999999995,377.3002823991743,86.0
2.0,30.0,2.4999999999999996,398.7879564396142,86.0
2.0,30.0,2.5999999999999996,363.913825980076,86.0
2.0,30.0,2.6999999999999993,328.2152953877874,86.0
2.0,30.0,2.7999999999999994,304.73045245764456,86.0
2.0,30.0,2.8999999999999995,298.44093615718526,86.0
2.0,30.0,2.9999999999999996,319.96154671074214,86.0
2.0,30.0,3.0999999999999996,315.15707793948593,86.0
2.0,30.0,3.1999999999999993,317.1021292652541,86.0
2.0,30.0,3.2999999999999994,301.71643668700955,86.0
2.0,30.0,3.3999999999999995,290.2826085106192,86.0
2.0,30.0,3.499999999999999,269.4484828264369,86.0
2.0,30.0,3.599999999999999,280.47914009303685,86.0
2.0,30.0,3.6999999999999993,274.5832023337656,86.0
2.0,30.0,3.7999999999999994,301.3462169575805,86.0
2.0,30.0,3.899999999999999,299.51340268499666,86.0
2.0,30.0,3.999999999999999,305.4675814861869,86.0
2.0,40.0,0.5,392.8596239788577,86.0
2.0,40.0,0.6,430.874614818638,86.0
2.0,40.0,0.7,423.0722498190528,86.0
2.0,40.0,0.7999999999999999,437.3073532514798,86.0
2.0,40.0,0.8999999999999999,427.40817069965726,86.0
2.0,40.0,1.0,409.2653433904306,86.0
2.0,40.0,1.1,405.4983701295754,86.0
2.0,40.0,1.1999999999999995,401.5783210227807,86.0
2.0,40.0,1.2999999999999998,390.5394506315879,86.0
2.0,40.0,1.4,367.68766539934813,86.0
2.0,40.0,1.4999999999999998,354.3333067941648,86.0
2.0,40.0,1.5999999999999996,363.33032146592114,86.0
2.0,40.0,1.6999999999999995,378.970294337797,86.0
2.0,40.0,1.7999999999999998,355.65126253342265,86.0
2.0,40.0,1.8999999999999997,368.15602445195407,86.0
2.0,40.0,1.9999999999999996,353.2121542024721,86.0
2.0,40.0,2.0999999999999996,377.56824402141064,86.0
2.0,40.0,2.1999999999999997,377.28093134230727,86.0
2.0,40.0,2.3,389.4183429762429,86.0
2.0,40.0,2.3999999999999995,377.7063493013911,86.0
2.0,40.0,2.4999999999999996,350.1743852397491,86.0
2.0,40.0,2.5999999999999996,354.8280168205607,86.0
2.0,40.0,2.6999999999999993,346.0513111299015,86.0
2.0,40.0,2.7999999999999994,332.942799554928,86.0
2.0,40.0,2.8999999999999995,309.4538521036897,86.0
2.0,40.0,2.9999999999999996,298.34636749384777,86.0
2.0,40.0,3.0999999999999996,300.1916677852854,86.0
2.0,40.0,3.1999999999999993,291.64549668708446,86.0
2.0,40.0,3.2999999999999994,277.6981088031864,86.0
2.0,40.0,3.3999999999999995,272.47349289741584,86.0
2.0,40.0,3.499999999999999,274.9713845271156,86.0
2.0,40.0,3.599999999999999,281.00302040870207,86.0
