degree,window,bandwidth,avg_return,num_stocks,min_return,max_return,median_return,std_return,directory
1.0,40.0,0.5,409.9563063186391,86.0,-59.35490663366052,3431.251785194085,251.583777581199,530.3061962814604,Analysis_Data/degree_1/window_40/bandwidth_0.5
1.0,40.0,0.6,384.0639662683752,86.0,-66.87753909512719,3272.9645851979512,232.81255926698924,490.67161417358955,Analysis_Data/degree_1/window_40/bandwidth_0.6
1.0,40.0,0.7,390.05318290706174,86.0,-64.04146979483345,2881.208606258358,249.11002158361669,462.30536375656226,Analysis_Data/degree_1/window_40/bandwidth_0.7
1.0,40.0,0.7999999999999999,402.8877196908672,86.0,-61.93682989854402,2265.420076149325,253.5823282310888,451.3520964982896,Analysis_Data/degree_1/window_40/bandwidth_0.8
1.0,40.0,0.8999999999999999,410.65128928355193,86.0,-57.69119856434576,2706.732508245832,275.9119864018186,468.8804950302072,Analysis_Data/degree_1/window_40/bandwidth_0.9
1.0,40.0,1.0,415.1301486747358,86.0,-55.62550916902256,3150.5232217637554,283.7388638023608,515.4689219843569,Analysis_Data/degree_1/window_40/bandwidth_1.0
1.0,40.0,1.1,421.4455672520272,86.0,-69.17979111357093,3690.828050236453,279.9035725655007,536.753428541952,Analysis_Data/degree_1/window_40/bandwidth_1.1
1.0,40.0,1.1999999999999995,437.57587396913505,86.0,-78.13434709599174,2546.957083375235,287.6625220873477,477.4970513114898,Analysis_Data/degree_1/window_40/bandwidth_1.2
1.0,40.0,1.2999999999999998,429.4847531402948,86.0,-63.62945257059035,2141.685037768042,295.897952311722,432.78553243326235,Analysis_Data/degree_1/window_40/bandwidth_1.3
1.0,40.0,1.4,457.48186693690656,86.0,-66.61943196195324,2695.195324144459,314.9948831757223,475.00480494906486,Analysis_Data/degree_1/window_40/bandwidth_1.4
1.0,40.0,1.4999999999999998,474.6903586094957,86.0,-65.78766415869623,3202.979984744521,308.2816096902396,508.2321617281343,Analysis_Data/degree_1/window_40/bandwidth_1.5
1.0,40.0,1.5999999999999996,481.8925745433807,86.0,-53.568489531561035,2990.8559582399976,299.5256285130423,518.4803605088837,Analysis_Data/degree_1/window_40/bandwidth_1.6
1.0,40.0,1.6999999999999995,451.7049647302813,86.0,-63.36907376260403,2402.25013728546,297.5195973503761,468.6121420972663,Analysis_Data/degree_1/window_40/bandwidth_1.7
1.0,40.0,1.7999999999999998,475.21874653755754,86.0,-57.25680160254255,2817.794587512657,319.7637157002083,526.1954473190233,Analysis_Data/degree_1/window_40/bandwidth_1.8
1.0,40.0,1.8999999999999997,448.682226872307,86.0,-61.52964322671168,1697.228897186412,327.9617269638268,436.8516377825815,Analysis_Data/degree_1/window_40/bandwidth_1.9
1.0,40.0,1.9999999999999996,426.1043220007514,86.0,-62.365301350779426,1858.3374750828905,283.1976447690717,417.49596352466955,Analysis_Data/degree_1/window_40/bandwidth_2.0
1.0,40.0,2.0999999999999996,435.2259749749348,86.0,-57.300896271155445,1942.279100336088,313.37145286192765,434.6170664010789,Analysis_Data/degree_1/window_40/bandwidth_2.1
1.0,40.0,2.1999999999999997,430.5463555009832,86.0,-51.110433278492366,2352.9215422481298,353.24516466974455,405.9154773243926,Analysis_Data/degree_1/window_40/bandwidth_2.2
1.0,40.0,2.3,421.69148862165,86.0,-55.78026700951719,1595.3991420616774,332.7120252556998,380.9795286673341,Analysis_Data/degree_1/window_40/bandwidth_2.3
1.0,40.0,2.3999999999999995,431.4078758556485,86.0,-59.039106109001025,2102.634251406693,331.4624497759196,417.9642230807256,Analysis_Data/degree_1/window_40/bandwidth_2.4
1.0,40.0,2.4999999999999996,441.4208161467568,86.0,-63.71282634150853,2174.8726002716485,280.83335704370677,454.4052990544455,Analysis_Data/degree_1/window_40/bandwidth_2.5
1.0,40.0,2.5999999999999996,447.705613213843,86.0,-45.5295570012721,2302.6139627231364,340.0988395332003,477.2252558757285,Analysis_Data/degree_1/window_40/bandwidth_2.6
1.0,40.0,2.6999999999999993,487.0623238709629,86.0,-51.2833061647987,3776.7838515315384,308.5332194521339,610.9941754494572,Analysis_Data/degree_1/window_40/bandwidth_2.7
1.0,40.0,2.7999999999999994,469.21148829463954,86.0,-67.17659772311325,3261.123623882245,326.01627352369815,540.4743639892517,Analysis_Data/degree_1/window_40/bandwidth_2.8
1.0,40.0,2.8999999999999995,458.5174162320475,86.0,-65.51681484621157,2858.1810282903584,335.28638808800997,499.29358272356666,Analysis_Data/degree_1/window_40/bandwidth_2.9
1.0,40.0,2.9999999999999996,485.71169665567066,86.0,-61.13385672098014,2951.00154141997,383.03563498385097,566.4729385806162,Analysis_Data/degree_1/window_40/bandwidth_3.0
1.0,40.0,3.0999999999999996,456.693511592588,86.0,-65.42628289824229,3986.8522591824712,307.78648106840103,552.3274049866478,Analysis_Data/degree_1/window_40/bandwidth_3.1
1.0,40.0,3.1999999999999993,474.5612087251187,86.0,-55.68067136620321,6222.786300315604,283.30708299171613,756.7263350723503,Analysis_Data/degree_1/window_40/bandwidth_3.2
1.0,40.0,3.2999999999999994,493.4797326008733,86.0,-55.68067136620321,7514.289489153056,275.97572846657783,866.8170832149564,Analysis_Data/degree_1/window_40/bandwidth_3.3
1.0,40.0,3.3999999999999995,449.8546141215922,86.0,-51.3266861244558,2887.224676438243,311.7710485144539,527.1110555764449,Analysis_Data/degree_1/window_40/bandwidth_3.4
1.0,40.0,3.499999999999999,474.90712668370537,86.0,-51.3266861244558,3133.4255883791116,321.4938693938301,624.6608051397963,Analysis_Data/degree_1/window_40/bandwidth_3.5
1.0,40.0,3.599999999999999,442.0380984036708,86.0,-30.34276141925214,3550.3522604470027,266.88300508526356,555.1812819699027,Analysis_Data/degree_1/window_40/bandwidth_3.6
1.0,40.0,3.6999999999999993,456.16694335902935,86.0,-30.34276141925214,3222.994029232321,325.799768129361,530.5209474134808,Analysis_Data/degree_1/window_40/bandwidth_3.7
1.0,40.0,3.7999999999999994,421.8161094827241,86.0,-78.56857655610932,2420.442894142889,305.74902772854387,454.1150145684882,Analysis_Data/degree_1/window_40/bandwidth_3.8
1.0,40.0,3.899999999999999,426.94670747401307,86.0,-78.56857655610932,3095.6389166927074,311.5294522823614,486.3754306763111,Analysis_Data/degree_1/window_40/bandwidth_3.9
1.0,40.0,3.999999999999999,408.7948648502572,86.0,-77.30346597852355,3183.5545510590096,269.6418179180249,494.5134273321514,Analysis_Data/degree_1/window_40/bandwidth_4.0
1.0,50.0,0.5,469.7635227854724,86.0,-71.10403002663722,4354.018405968206,287.3364290760049,663.1103430418683,Analysis_Data/degree_1/window_50/bandwidth_0.5
1.0,50.0,0.6,462.7158836136136,86.0,-66.89741320348173,3963.325485475818,277.30331626400783,659.8591561477266,Analysis_Data/degree_1/window_50/bandwidth_0.6
1.0,50.0,0.7,491.7038181329735,86.0,-52.60671964464277,4076.853730249753,290.3318139683489,692.52882896234,Analysis_Data/degree_1/window_50/bandwidth_0.7
1.0,50.0,0.7999999999999999,494.30083253639344,86.0,-58.63774929991122,4022.858290426677,284.0206900888959,717.1837352867288,Analysis_Data/degree_1/window_50/bandwidth_0.8
1.0,50.0,0.8999999999999999,463.7849329452119,86.0,-67.38215240168537,3375.8009809109003,266.2033934188996,633.5186314028607,Analysis_Data/degree_1/window_50/bandwidth_0.9
1.0,50.0,1.0,463.91202095384693,86.0,-66.61343191989381,2990.4796199774255,292.86483968280965,576.4129097627197,Analysis_Data/degree_1/window_50/bandwidth_1.0
1.0,50.0,1.1,448.14158368921767,86.0,-70.24537946163699,2736.722783071933,269.88259972983997,523.2778230433978,Analysis_Data/degree_1/window_50/bandwidth_1.1
1.0,50.0,1.1999999999999995,440.91816060548234,86.0,-62.263418575633025,2131.5114546402738,293.39882709711793,470.7527788436108,Analysis_Data/degree_1/window_50/bandwidth_1.2
1.0,50.0,1.2999999999999998,436.36775865536936,86.0,-66.87914562380386,2056.8944267465454,273.2811858461662,457.3289404628353,Analysis_Data/degree_1/window_50/bandwidth_1.3
1.0,50.0,1.4,426.3562869777539,86.0,-67.87754095256044,2023.0990777345828,315.4520212815796,431.84659297734095,Analysis_Data/degree_1/window_50/bandwidth_1.4
1.0,50.0,1.4999999999999998,400.5759817613588,86.0,-62.69711453735213,1983.5768854356677,314.956940555139,373.6396378719399,Analysis_Data/degree_1/window_50/bandwidth_1.5
1.0,50.0,1.5999999999999996,408.27542062100633,86.0,-53.5122078086791,2365.2045120563766,316.7309028604727,400.65284458440954,Analysis_Data/degree_1/window_50/bandwidth_1.6
1.0,50.0,1.6999999999999995,415.0474941363563,86.0,-48.61973904328909,2183.572327583991,305.12656812300156,413.84621433114785,Analysis_Data/degree_1/window_50/bandwidth_1.7
1.0,50.0,1.7999999999999998,442.0595082508671,86.0,-43.06424548344167,1929.2794886427375,322.902083425396,444.7296475316434,Analysis_Data/degree_1/window_50/bandwidth_1.8
1.0,50.0,1.8999999999999997,442.77622674513555,86.0,-47.86898145859415,2809.3555783395823,320.4923431910614,493.43483009877826,Analysis_Data/degree_1/window_50/bandwidth_1.9
1.0,50.0,1.9999999999999996,436.0956063132028,86.0,-66.0280688276093,2178.61880496346,327.8548378356347,444.7052736648252,Analysis_Data/degree_1/window_50/bandwidth_2.0
1.0,50.0,2.0999999999999996,411.5766640751101,86.0,-74.23600557645695,2225.159488602828,348.03987404316285,407.62313640794713,Analysis_Data/degree_1/window_50/bandwidth_2.1
1.0,50.0,2.1999999999999997,404.8908759245524,86.0,-70.9388432203013,2291.8245777126663,307.45723381857306,402.31636663663545,Analysis_Data/degree_1/window_50/bandwidth_2.2
1.0,50.0,2.3,407.9111369794371,86.0,-60.38096012344789,2133.703663411376,336.4416086738407,418.4116960544707,Analysis_Data/degree_1/window_50/bandwidth_2.3
1.0,50.0,2.3999999999999995,428.4556507270896,86.0,-55.827257300896974,2562.2675309323636,321.0781662317992,456.5297363790352,Analysis_Data/degree_1/window_50/bandwidth_2.4
1.0,50.0,2.4999999999999996,473.4707504388441,86.0,-59.43898344844351,2827.0140693729027,324.3541814909788,546.4598425229856,Analysis_Data/degree_1/window_50/bandwidth_2.5
1.0,50.0,2.5999999999999996,480.13927765048794,86.0,-81.95475171981128,3458.589725618779,298.1430254980993,575.1756983645763,Analysis_Data/degree_1/window_50/bandwidth_2.6
1.0,50.0,2.6999999999999993,460.6748073404907,86.0,-75.73380868814968,3778.7516463354896,317.80011684215197,571.0623984436745,Analysis_Data/degree_1/window_50/bandwidth_2.7
1.0,50.0,2.7999999999999994,450.4981006353446,86.0,-75.73380868814968,3015.0888906251525,324.9383193247358,535.2192703804087,Analysis_Data/degree_1/window_50/bandwidth_2.8
1.0,50.0,2.8999999999999995,455.78303039972474,86.0,-74.82814351659542,2330.519521969825,339.24020821091,495.5321301935942,Analysis_Data/degree_1/window_50/bandwidth_2.9
1.0,50.0,2.9999999999999996,455.47388031805224,86.0,-72.26637430747374,2544.9475211463787,356.8647045753328,476.166196156878,Analysis_Data/degree_1/window_50/bandwidth_3.0
1.0,50.0,3.0999999999999996,485.89646878731946,86.0,-60.50672539876083,5574.181040347976,333.68840315928037,698.5718884141702,Analysis_Data/degree_1/window_50/bandwidth_3.1
1.0,50.0,3.1999999999999993,460.12336673943463,86.0,-60.66968929909834,4541.357836704695,338.5155015573106,648.0169627457599,Analysis_Data/degree_1/window_50/bandwidth_3.2
1.0,50.0,3.2999999999999994,435.48561148572065,86.0,-58.98228495856379,5279.843508681631,323.6300390883598,659.3379614400811,Analysis_Data/degree_1/window_50/bandwidth_3.3
1.0,50.0,3.3999999999999995,473.69379997872414,86.0,-60.101964600892025,9403.518609819772,324.61844231244095,1020.8874506096762,Analysis_Data/degree_1/window_50/bandwidth_3.4
1.0,50.0,3.499999999999999,440.9600248729146,86.0,-37.34793247997459,4129.784558420629,330.7849070728961,566.590528856726,Analysis_Data/degree_1/window_50/bandwidth_3.5
1.0,50.0,3.599999999999999,440.67581696890136,86.0,-37.34793247997459,2939.4659562964052,298.53396917273153,489.25787957886774,Analysis_Data/degree_1/window_50/bandwidth_3.6
1.0,50.0,3.6999999999999993,436.5004076494692,86.0,-42.76739383579686,2610.9597353190184,345.31517820573754,452.0005069560205,Analysis_Data/degree_1/window_50/bandwidth_3.7
1.0,50.0,3.7999999999999994,453.15881623873025,86.0,-52.96177535933734,2610.9597353190184,315.3919181905536,459.44662436676896,Analysis_Data/degree_1/window_50/bandwidth_3.8
1.0,50.0,3.899999999999999,488.32385942566685,86.0,-53.770957874488055,4417.162532578769,340.73138024211744,616.5686922788842,Analysis_Data/degree_1/window_50/bandwidth_3.9
1.0,50.0,3.999999999999999,483.7712978503912,86.0,-64.52249519738047,3090.5329945428907,311.9991014098897,603.042264177125,Analysis_Data/degree_1/window_50/bandwidth_4.0
1.0,60.0,0.5,419.5368592067377,86.0,-69.20803478983963,2500.1552620001944,267.56855409125444,467.3355719758854,Analysis_Data/degree_1/window_60/bandwidth_0.5
1.0,60.0,0.6,421.7474505131526,86.0,-62.20031664806114,2056.238119417873,333.2568246296837,443.7147796365574,Analysis_Data/degree_1/window_60/bandwidth_0.6
1.0,60.0,0.7,434.24871946945893,86.0,-50.38924699572986,2508.0690257591955,342.8031295438586,488.8428396955627,Analysis_Data/degree_1/window_60/bandwidth_0.7
1.0,60.0,0.7999999999999999,440.4711770094578,86.0,-47.35118796152696,2565.2930329465303,332.07070635807503,503.7563536336188,Analysis_Data/degree_1/window_60/bandwidth_0.8
1.0,60.0,0.8999999999999999,447.1114567390168,86.0,-54.68533322274654,2529.607390234931,331.9666665482071,480.5810169136548,Analysis_Data/degree_1/window_60/bandwidth_0.9
1.0,60.0,1.0,425.2495391170605,86.0,-53.06351091321842,2489.071456763567,308.17780514379876,439.16438140707777,Analysis_Data/degree_1/window_60/bandwidth_1.0
1.0,60.0,1.1,419.7350786716811,86.0,-66.76699899211862,1877.33754840558,314.7964966232429,403.6492809538546,Analysis_Data/degree_1/window_60/bandwidth_1.1
1.0,60.0,1.1999999999999995,442.49087480760306,86.0,-69.25364392696738,1838.4332000109016,330.3533234054075,431.91954395598265,Analysis_Data/degree_1/window_60/bandwidth_1.2
1.0,60.0,1.2999999999999998,445.58443751780305,86.0,-64.17202872485112,1792.005826613559,301.10059314716807,435.9442871484272,Analysis_Data/degree_1/window_60/bandwidth_1.3
1.0,60.0,1.4,437.9666542156261,86.0,-67.32335608978205,2076.6254123005856,323.6280745041715,428.77384534796767,Analysis_Data/degree_1/window_60/bandwidth_1.4
1.0,60.0,1.4999999999999998,432.1132373137692,86.0,-72.06150795299368,2525.541300520316,285.9787591611306,436.633512286143,Analysis_Data/degree_1/window_60/bandwidth_1.5
1.0,60.0,1.5999999999999996,431.614469188226,86.0,-69.1026296948136,1630.3686371020074,288.81425889957495,401.0517199991077,Analysis_Data/degree_1/window_60/bandwidth_1.6
1.0,60.0,1.6999999999999995,438.7672363790928,86.0,-71.46311892030042,1823.8239959247985,309.94661344065776,418.7093679475433,Analysis_Data/degree_1/window_60/bandwidth_1.7
1.0,60.0,1.7999999999999998,423.3449844859244,86.0,-59.6222727223507,2038.3664869282975,304.6472852581977,401.8210924192337,Analysis_Data/degree_1/window_60/bandwidth_1.8
