,Strategy_Return (%),Simple_Return (%)
2010,-19.662892008681922,12.7179100212768
2011,16.24636651730789,40.73946075228736
2012,7.545136198261175,19.837782259958455
2013,20.049216696093016,31.30236255777624
2014,2.5703066140426856,9.713101064986972
2015,31.332415288094918,4.89832759172644
2016,33.99050379245247,18.591311902360296
2017,3.253117510805608,5.708918276538939
2018,9.949791995916552,-4.239956964534852
2019,15.077865565335753,15.821893503351337
2020,7.638385569062221,9.025825395694477
2021,2.090678380795053,0.8661443150102973
2022,-21.953057692598318,-12.85502167357314
2023,11.089830050710049,4.679253491714298
2024,6.673140419003939,-2.585006296592285
