,Strategy_Return (%),Simple_Return (%)
2010,-9.753574633361858,24.711317730130705
2011,-24.733122534521563,12.90111965459192
2012,0.10527782775719857,-11.54369647639029
2013,38.63484925934028,35.39470178313115
2014,18.567478789166593,29.378912889300974
2015,19.16872167063855,11.236884376374352
2016,34.02351798849181,15.89637759180571
2017,18.411127235514368,28.376940840739568
2018,5.3367948230557944,-0.24186775205611313
2019,9.439843745142632,5.676022357455088
2020,12.819849151062845,15.209690349674482
2021,-0.23202442343208243,-1.8053937285626616
2022,-17.480048512629715,-9.615285321623272
2023,4.812483784303867,11.71578295342713
2024,1.4326777632811138,0.9618595281200978
