,Strategy_Return (%),Simple_Return (%)
2010,58.06045293900722,40.8402416881341
2011,18.895042539413907,47.28452797804471
2012,26.8985009508068,56.81436152647049
2013,5.119184441377846,14.573777200161292
2014,6.3076692242244565,12.029154733184338
2015,6.439767034017878,7.648039457373629
2016,-15.456025268623682,-5.653213434529753
2017,-1.7640394704828293,0.7137246660633827
2018,4.458653819179948,0.6077318336018978
2019,1.3260439645985727,1.1112565078169587
2020,8.176069270159276,7.7047193117718145
2021,1.1807321571264544,6.175575216946674
2022,-2.581643002216647,3.74563416091653
2023,7.4577492564061485,4.213816687801208
2024,-3.887253617610736,0.5980521080090563
