,Strategy_Return (%),Simple_Return (%)
2010,-4.47386042822678,34.683944182779506
2011,25.513540202053207,21.394696787969515
2012,-1.6255603891894046,18.222103441676552
2013,18.981816367197624,1.4770349833359027
2014,14.757892817321306,16.08884502147344
2015,9.714174587300048,5.58360977270272
2016,-2.08785925222309,9.400478202833503
2017,21.0701900720169,19.50283140625584
2018,-6.14529046725783,2.543449422984337
2019,21.580464672947247,15.487230775831536
2020,14.120098506396186,19.786211978481006
2021,6.144733462670777,8.144548109243454
2022,-5.865440956696624,-0.9931306650061377
2023,5.758322212891186,11.761596706349161
2024,-4.951908105180236,2.754690886947602
