,Strategy_Return (%),Simple_Return (%)
2010,0.0,54.517691639316325
2011,18.76282021370769,4.738748157746139
2012,15.618793316729027,8.86929279197523
2013,6.491743089084437,12.390157530231491
2014,9.765941997066692,10.522626536828032
2015,3.9343550869555717,3.5001978100051776
2016,12.366856596384553,9.607277270400937
2017,12.648129453220209,14.229654156821445
2018,10.458333861326373,9.135489826602878
2019,2.035865257416899,10.114521103649514
2020,4.822823315166631,11.303465247233744
2021,-1.356844257732435,18.20195143069963
2022,-8.022011821183186,-9.452738307052792
2023,5.54695814961533,12.845885377695353
2024,3.4189950216785525,1.8086425927490208
