,Strategy_Return (%),Simple_Return (%)
2010,0.0,40.42872081861493
2011,3.576783774331434,30.165537056949333
2012,-6.258268054773517,6.230479689770278
2013,8.612214875582323,0.9421417756363591
2014,-0.7518820565217118,2.6340318946123595
2015,2.091455882606079,-5.457984895896977
2016,3.5807199609365474,10.879774945104161
2017,6.2921657465786085,8.867262148661217
2018,4.879966367328083,0.1334079239215622
2019,11.071317039499903,18.338013445673127
2020,2.0567792231344004,13.211563902343931
2021,24.2389448250342,11.59778014313501
2022,-5.48527106796957,-6.911432828864124
2023,11.970929112540192,11.592662629628588
2024,5.86903158612595,5.285218779040422
