Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return,Return_Pct,Holding_Days
2010-04-28 04:00:00,2010-05-18 04:00:00,7.150000095367432,6.690000057220459,-0.06433566881278953,-6.433566881278953,20
2010-06-08 04:00:00,2010-07-08 04:00:00,6.139999866485596,5.940000057220459,-0.03257325954627623,-3.2573259546276234,30
2010-07-29 04:00:00,2010-08-18 04:00:00,6.710000038146973,6.909999847412109,0.02980623071954087,2.980623071954087,20
2010-09-17 04:00:00,2010-10-12 04:00:00,7.760000228881836,7.739999771118164,-0.0025773785017727774,-0.25773785017727774,25
2010-11-04 04:00:00,2010-11-22 05:00:00,8.460000038146973,8.1899995803833,-0.03191494758229471,-3.1914947582294713,18
2010-12-15 05:00:00,2011-01-13 05:00:00,8.260000228881836,8.579999923706055,0.038740882077134935,3.8740882077134935,29
2011-01-21 05:00:00,2011-02-04 05:00:00,8.510000228881836,9.489999771118164,0.11515858000923865,11.515858000923865,14
2011-02-17 05:00:00,2011-03-10 05:00:00,10.109999656677246,9.579999923706056,-0.05242331859241422,-5.242331859241422,21
2011-04-08 04:00:00,2011-04-25 04:00:00,9.859999656677246,9.989999771118164,0.013184596244167329,1.3184596244167328,17
2011-05-18 04:00:00,2011-06-15 04:00:00,10.90999984741211,10.09000015258789,-0.07516037637880679,-7.516037637880679,28
2011-07-06 04:00:00,2011-07-25 04:00:00,10.640000343322754,9.880000114440918,-0.07142859063522326,-7.142859063522327,19
2011-08-09 04:00:00,2011-08-12 04:00:00,8.920000076293945,9.06999969482422,0.01681610058826329,1.681610058826329,3
2011-08-22 04:00:00,2011-10-07 04:00:00,8.300000190734863,9.489999771118164,0.14337344012493822,14.337344012493821,46
2011-11-02 04:00:00,2011-11-29 05:00:00,10.920000076293944,10.3100004196167,-0.055860774030714794,-5.58607740307148,27
2011-12-14 05:00:00,2012-01-19 05:00:00,10.15999984741211,10.760000228881836,0.059055156543388616,5.905515654338862,36
2012-02-13 05:00:00,2012-03-08 05:00:00,11.699999809265137,11.960000038146973,0.022222242147042073,2.222224214704207,24
2012-03-23 04:00:00,2012-04-18 04:00:00,12.020000457763672,11.75,-0.022462599624052396,-2.2462599624052397,26
2012-05-04 04:00:00,2012-05-24 04:00:00,11.199999809265137,10.40999984741211,-0.07053571208095061,-7.053571208095061,20
2012-06-14 04:00:00,2012-07-03 04:00:00,10.5,11.520000457763672,0.09714290073939733,9.714290073939733,19
2012-09-26 04:00:00,2012-10-04 04:00:00,12.800000190734863,13.0,0.015624984866008388,1.562498486600839,8
2012-10-23 04:00:00,2012-11-20 05:00:00,12.420000076293944,12.649999618530272,0.01851848154778423,1.8518481547784231,28
2012-12-27 05:00:00,2013-01-03 05:00:00,13.43000030517578,13.630000114440918,0.014892018221925185,1.4892018221925185,7
2013-02-05 05:00:00,2013-02-11 05:00:00,13.81999969482422,14.220000267028809,0.028943602101119712,2.894360210111971,6
2013-02-27 05:00:00,2013-03-06 05:00:00,14.199999809265137,14.699999809265137,0.035211268078592706,3.521126807859271,7
2013-03-13 04:00:00,2013-03-26 04:00:00,14.100000381469728,13.739999771118164,-0.025531957490205346,-2.5531957490205346,13
2013-04-17 04:00:00,2013-04-26 04:00:00,12.65999984741211,13.649999618530272,0.0781990349960812,7.81990349960812,9
2013-05-10 04:00:00,2013-06-18 04:00:00,13.9399995803833,15.020000457763672,0.07747495766787353,7.747495766787353,39
2013-07-18 04:00:00,2013-08-02 04:00:00,15.75,14.9399995803833,-0.05142859807090154,-5.142859807090154,15
2013-09-04 04:00:00,2013-10-11 04:00:00,13.420000076293944,14.050000190734863,0.046944866681021664,4.694486668102167,37
2013-10-25 04:00:00,2013-11-05 05:00:00,12.789999961853027,13.06999969482422,0.02189208239298748,2.1892082392987477,11
2013-12-09 05:00:00,2014-01-31 05:00:00,13.420000076293944,14.119999885559082,0.052160939291026436,5.216093929102644,53
2014-02-26 05:00:00,2014-03-21 04:00:00,15.239999771118164,16.1200008392334,0.057742853105743085,5.774285310574308,22
2014-05-06 04:00:00,2014-05-22 04:00:00,15.59000015258789,16.760000228881836,0.07504811192062298,7.504811192062298,16
2014-07-09 04:00:00,2014-08-05 04:00:00,17.110000610351562,17.200000762939453,0.0052600905539091835,0.5260090553909184,27
2014-08-27 04:00:00,2014-09-29 04:00:00,17.469999313354492,17.34000015258789,-0.007441280244769503,-0.7441280244769503,33
2014-10-13 04:00:00,2014-10-27 04:00:00,16.020000457763672,17.350000381469727,0.08302121633595243,8.302121633595243,14
