Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return,Return_Pct,Holding_Days
2021-08-02 04:00:00,2021-08-23 04:00:00,63.22999954223633,71.55999755859375,0.13174123164105286,13.174123164105286,21
2021-09-09 04:00:00,2021-09-24 04:00:00,71.08999633789062,79.47000122070312,0.11787882000981337,11.787882000981337,15
2021-10-19 04:00:00,2021-11-10 05:00:00,95.66000366210938,95.7300033569336,0.0007317550924571562,0.07317550924571563,22
2022-01-05 05:00:00,2022-01-25 05:00:00,82.02999877929688,64.58000183105469,-0.21272701704155458,-21.27270170415546,20
2022-02-14 05:00:00,2022-03-10 05:00:00,70.95999908447266,46.43000030517578,-0.34568769864407295,-34.568769864407294,24
2022-04-01 04:00:00,2022-04-26 04:00:00,53.27000045776367,38.599998474121094,-0.27538955993203007,-27.538955993203007,25
2022-05-24 04:00:00,2022-06-22 04:00:00,33.119998931884766,35.959999084472656,0.08574879964304015,8.574879964304015,29
2022-09-16 04:00:00,2022-11-14 05:00:00,23.149999618530273,15.359999656677246,-0.3365010838107129,-33.65010838107129,59
2022-12-06 05:00:00,2023-02-03 05:00:00,11.100000381469728,13.220000267028809,0.19099097411727975,19.099097411727975,59
2023-02-21 05:00:00,2023-03-06 05:00:00,14.199999809265137,13.609999656677246,-0.041549307078365634,-4.154930707836564,13
2023-03-29 04:00:00,2023-04-28 04:00:00,14.979999542236328,17.0,0.13484649662827097,13.484649662827097,30
2023-05-22 04:00:00,2023-06-14 04:00:00,25.09000015258789,22.5,-0.10322838329360261,-10.32283832936026,23
2023-07-07 04:00:00,2023-07-31 04:00:00,25.989999771118164,31.399999618530273,0.2081569794172936,20.81569794172936,24
2023-08-18 04:00:00,2023-09-18 04:00:00,38.22999954223633,44.0099983215332,0.15119013467188663,15.119013467188664,31
2023-10-16 04:00:00,2023-11-06 05:00:00,38.88999938964844,39.41999816894531,0.013628150877213634,1.3628150877213634,21
2023-11-16 05:00:00,2023-12-14 05:00:00,38.93000030517578,38.689998626708984,-0.0061649544460673535,-0.6164954446067353,28
2023-12-27 05:00:00,2024-01-24 05:00:00,40.650001525878906,43.310001373291016,0.06543664815654879,6.5436648156548785,28
2024-02-01 05:00:00,2024-02-16 05:00:00,40.959999084472656,59.869998931884766,0.46166992846883675,46.16699284688367,15
2024-02-22 05:00:00,2024-03-19 04:00:00,57.79999923706055,67.63999938964844,0.17024221941993764,17.024221941993765,25
2024-04-16 04:00:00,2024-04-29 04:00:00,72.31999969482422,72.98999786376953,0.009264355251279997,0.9264355251279996,13
2024-05-15 04:00:00,2024-06-18 04:00:00,84.05999755859375,80.83999633789062,-0.03830598755916729,-3.830598755916729,34
2024-07-08 04:00:00,2024-08-01 04:00:00,85.18000030517578,75.08999633789062,-0.11845508254444158,-11.845508254444157,24
2024-08-23 04:00:00,2024-09-12 04:00:00,90.1999969482422,105.61000061035156,0.17084261844212476,17.084261844212474,20
2024-09-27 04:00:00,2024-10-22 04:00:00,127.75,158.9499969482422,0.2442269819823263,24.42269819823263,25
