Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return,Return_Pct,Holding_Days
2010-04-23 04:00:00,2010-05-04 04:00:00,40.398624420166016,40.84812545776367,0.011126642157975958,1.112664215797596,11
2010-05-10 04:00:00,2010-05-11 04:00:00,41.45993423461914,41.54735565185547,0.002108575878138539,0.2108575878138539,1
2010-05-17 04:00:00,2010-06-01 04:00:00,41.67219161987305,39.18122863769531,-0.05977518544980532,-5.977518544980532,15
2010-06-23 04:00:00,2010-07-09 04:00:00,39.46432876586914,39.948753356933594,0.012274998871472239,1.2274998871472238,16
2010-08-12 04:00:00,2010-09-01 04:00:00,41.00565719604492,41.130836486816406,0.003052732216264983,0.30527322162649834,20
2010-09-15 04:00:00,2010-10-14 04:00:00,42.151329040527344,42.240089416503906,0.0021057550970984057,0.21057550970984057,29
2010-11-12 05:00:00,2010-12-02 05:00:00,40.97237014770508,41.63655853271485,0.016210641039690374,1.6210641039690374,20
2011-01-31 05:00:00,2011-02-09 05:00:00,41.06821060180664,41.13844680786133,0.0017102329277428445,0.17102329277428444,9
2011-03-15 04:00:00,2011-03-31 04:00:00,40.545928955078125,41.44681167602539,0.02221882058604149,2.221882058604149,16
2011-04-20 04:00:00,2011-04-29 04:00:00,43.32577133178711,44.329612731933594,0.023169614049317326,2.3169614049317326,9
2011-05-06 04:00:00,2011-06-10 04:00:00,44.57414245605469,44.52333450317383,-0.0011398526159185352,-0.11398526159185352,35
2011-07-06 04:00:00,2011-07-29 04:00:00,45.48263168334961,41.509300231933594,-0.08735931287086411,-8.73593128708641,23
2011-08-11 04:00:00,2011-09-15 04:00:00,40.75094223022461,41.30750274658203,0.013657610987571863,1.3657610987571864,35
2011-11-25 05:00:00,2011-12-01 05:00:00,40.830528259277344,42.217491149902344,0.03396877164600142,3.396877164600142,6
2012-01-09 05:00:00,2012-01-20 05:00:00,43.29780197143555,43.66008377075195,0.008367209946486683,0.8367209946486683,11
