Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-05-18 00:00:00-04:00,41.79236457359019,44.724291080463374,37.767179134613514,37.99576950073242,573576400,0.0,0.0
2012-05-21 00:00:00-04:00,36.306185604939394,36.435390178318876,32.79781453598124,33.821502685546875,168192700,0.0,0.0
2012-05-22 00:00:00-04:00,32.41020052074436,33.38419564738151,30.750432464034663,30.8100643157959,101786600,0.0,0.0
2012-05-23 00:00:00-04:00,31.17779871843652,32.300874441862106,31.167859760359534,31.803937911987305,73600000,0.0,0.0
2012-05-24 00:00:00-04:00,32.748117403003555,33.00652272503711,31.57534691333061,32.8276252746582,50237200,0.0,0.0
2012-05-25 00:00:00-04:00,32.69842694075221,32.74811983814711,30.919393158209346,31.71449089050293,37149800,0.0,0.0
2012-05-29 00:00:00-04:00,31.287123865151255,31.495838196106117,28.474463145999607,28.663299560546875,78063400,0.0,0.0
2012-05-30 00:00:00-04:00,28.524157981165423,29.36894857750882,27.689304447378756,28.017282485961914,57267900,0.0,0.0
2012-05-31 00:00:00-04:00,28.375074225988154,29.48821285280686,26.66561329816687,29.418642044067383,111639200,0.0,0.0
2012-06-01 00:00:00-04:00,28.712988976663368,28.97139617166279,27.22217954866361,27.55015754699707,41855500,0.0,0.0
2012-06-04 00:00:00-04:00,27.033350614862915,27.480592397887005,26.278006788449048,26.735187530517578,35230300,0.0,0.0
2012-06-05 00:00:00-04:00,26.53641286824006,27.589917836951688,25.592232652878558,25.711498260498047,42473400,0.0,0.0
2012-06-06 00:00:00-04:00,25.910270843986645,27.00353160908085,25.36364140927077,26.645736694335938,61489200,0.0,0.0
2012-06-07 00:00:00-04:00,26.834574801524457,27.182430779935995,25.98978225271432,26.148801803588867,26159500,0.0,0.0
2012-06-08 00:00:00-04:00,26.387330516164095,27.589917974302555,26.27800576226971,26.933961868286133,38034000,0.0,0.0
2012-06-11 00:00:00-04:00,27.013473363401488,27.898019887896318,26.675556330202028,26.844514846801758,28219600,0.0,0.0
2012-06-12 00:00:00-04:00,27.31163028011302,27.599854367366138,26.79481585200131,27.232120513916016,15816800,0.0,0.0
2012-06-13 00:00:00-04:00,27.490528509144887,27.927833183486076,26.93396012995036,27.10291862487793,17102800,0.0,0.0
2012-06-14 00:00:00-04:00,27.48059240646478,28.146487497349156,27.212246199168998,28.11667251586914,16855000,0.0,0.0
2012-06-15 00:00:00-04:00,28.335320365553475,29.915578637849663,28.176300832110293,29.826129913330078,43563800,0.0,0.0
2012-06-18 00:00:00-04:00,29.776435511854707,31.883449096553747,29.229806095487657,31.217552185058594,42978900,0.0,0.0
2012-06-19 00:00:00-04:00,31.346758900190594,31.98283708602546,30.511905333451068,31.71449089050293,30849000,0.0,0.0
2012-06-20 00:00:00-04:00,31.724428313977803,31.734367272108344,30.959145598887975,31.406389236450195,15553600,0.0,0.0
2012-06-21 00:00:00-04:00,31.47595994542711,32.30087451095737,31.316940407180006,31.64491844177246,21875300,0.0,0.0
2012-06-22 00:00:00-04:00,32.21142551443876,33.24505440006592,31.863571462220392,32.847503662109375,74834000,0.0,0.0
2012-06-25 00:00:00-04:00,32.65866884421357,32.81768837965785,31.356693791227762,31.863571166992188,24352900,0.0,0.0
2012-06-26 00:00:00-04:00,32.4897136760715,33.23511857912172,32.30087913217593,32.89720153808594,24858700,0.0,0.0
2012-06-27 00:00:00-04:00,32.26111826996118,32.698424838095654,31.704549893145536,32.032527923583984,28568000,0.0,0.0
2012-06-28 00:00:00-04:00,31.764184299469438,31.992774664227547,30.7106793132978,31.167861938476562,17713300,0.0,0.0
2012-06-29 00:00:00-04:00,31.724428041433136,31.793998852086812,30.571535447468847,30.909452438354492,19526900,0.0,0.0
2012-07-02 00:00:00-04:00,31.05853097770925,31.535589558567917,30.36281912554365,30.581472396850586,14122000,0.0,0.0
2012-07-03 00:00:00-04:00,30.720618350141798,31.24737179239757,30.611291699039406,31.00884246826172,8763600,0.0,0.0
2012-07-05 00:00:00-04:00,31.128108652305105,31.436208816801777,30.829947447393838,31.277189254760742,10032100,0.0,0.0
