strategy_final,simple_final,strategy_return_pct,simple_return_pct,win_rate,num_trades,ticker
81645.07756666074,356495.21931977465,716.4507756666073,3464.952193197747,54.18023887079262,294,AAPL
3917.5321810971914,9432.657982657624,-60.82467818902809,-5.673420173423764,46.526315789473685,75,ABNB
43806.77125222401,131215.9586609834,338.06771252224013,1212.159586609834,53.408480944712835,277,ADBE
16617.330507807186,102947.23340348243,66.17330507807186,929.4723340348244,51.94805194805194,286,ADI
30973.44952907426,110737.54793081344,209.7344952907426,1007.3754793081343,54.22647527910686,288,ADP
18286.06998879142,112512.66321223813,82.86069988791421,1025.1266321223814,51.28205128205128,277,ADSK
31164.304675471747,49416.739557115834,211.64304675471746,394.16739557115835,54.633620689655174,294,AEP
36741.383158787954,153195.8855932935,267.41383158787954,1431.958855932935,49.619565217391305,289,AMD
64741.99609887014,165984.15867443834,547.4199609887014,1559.8415867443832,52.50817884405671,284,AMAT
26624.959426580954,77119.1739569125,166.24959426580955,671.191739569125,50.69444444444444,275,AMGN
27920.069816685696,287871.53216713713,179.20069816685697,2778.7153216713714,52.22857142857143,288,AMZN
8494.437950052894,26326.687412692012,-15.055620499471061,163.2668741269201,51.90476190476191,65,APP
21560.510900214504,24280.54623777209,115.60510900214504,142.80546237772091,54.47154471544715,18,ARM
38758.93196845582,208895.05553392213,287.58931968455823,1988.9505553392212,52.680412371134025,288,ASML
69965.51067644138,1314128.9604856335,599.6551067644137,13041.289604856334,52.74476513865308,287,AVGO
88723.85402347629,944086.0021429984,787.2385402347629,9340.860021429984,52.32,284,AXON
45558.26362992063,55719.558993925966,355.5826362992063,457.19558993925966,52.4468085106383,294,AZN
3360.9443397094824,33777.03108452044,-66.39055660290518,237.77031084520436,49.20721705850191,286,BIIB
26015.79070440849,200752.69080043366,160.1579070440849,1907.5269080043365,52.19989136338946,275,BKNG
8767.151528361617,17585.409732395146,-12.328484716383828,75.85409732395146,49.76768198244708,285,BKR
34335.448370426806,102649.85625372417,243.35448370426803,926.4985625372416,52.657534246575345,280,CCEP
29161.16095455304,473856.21801119746,191.6116095455304,4638.562180111975,50.94549499443827,289,CDNS
48134.17575186699,119161.06844062805,381.3417575186699,1091.6106844062804,55.071477195371,216,CDW
25605.529094699083,64003.36667759456,156.05529094699082,540.0336667759456,56.46067415730337,50,CEG
36047.20812520558,94657.1393694198,260.4720812520558,846.5713936941982,51.10732538330494,284,CHTR
25030.702344504178,67576.25923218745,150.30702344504178,575.7625923218745,52.450980392156865,295,CMCSA
33413.70264454222,207145.80696295507,234.13702644542224,1971.4580696295507,51.57785825142266,285,COST
26389.259965952486,229826.96822297596,163.89259965952485,2198.26968222976,52.4315259921744,277,CPRT
12339.931927598765,53008.622794316114,23.399319275987654,430.08622794316113,51.35999999999999,98,CRWD
18042.656054682717,33741.28114280484,80.42656054682716,237.41281142804834,50.81024568740199,277,CSCO
33162.91212387829,173869.82424289774,231.62912123878291,1638.6982424289772,51.64490861618799,280,CSGP
23760.819432701057,80198.94257132587,137.60819432701058,701.9894257132587,52.307692307692314,281,CSX
81104.34005037954,389353.01776995877,711.0434005037954,3793.530177699588,55.208333333333336,288,CTAS
27091.601547354352,35131.30845997791,170.91601547354352,251.31308459977913,50.70960698689956,298,CTSH
3547.9751623140983,8192.180069658541,-64.52024837685902,-18.078199303414586,47.391304347826086,72,DASH
40421.47401064031,34130.49434515571,304.2147401064031,241.3049434515571,52.73010920436817,98,DDOG
69917.87309342281,335514.01650503004,599.1787309342282,3255.1401650503003,50.90702947845806,292,DXCM
18703.85145329898,84012.7628313289,87.0385145329898,740.127628313289,51.11482720178372,287,EA
20506.628562345468,20460.68811491388,105.06628562345468,104.60688114913879,51.96241017136539,276,EXC
17452.953599888166,126306.62475418241,74.52953599888166,1163.0662475418242,52.182539682539684,229,FANG
22048.0310096248,109507.6135445839,120.480310096248,995.076135445839,51.67820990942994,290,FAST
71573.43539633897,437444.444164818,615.7343539633897,4274.44444164818,53.15704263356719,282,FTNT
9676.91018470545,14571.923978150662,-3.2308981529455014,45.71923978150662,51.627906976744185,28,GEHC
6606.765853703103,8215.516741012141,-33.93234146296897,-17.844832589878585,47.752808988764045,51,GFS
22303.58052039298,56625.79897155451,123.03580520392981,466.25798971554514,52.34248788368336,280,GILD
42553.170682111006,113113.30341007122,325.53170682111005,1031.1330341007124,53.493449781659386,283,GOOG
33661.38601660863,111506.72465686235,236.6138601660863,1015.0672465686234,53.36225596529284,284,GOOGL
13362.58837970152,73276.60697786989,33.62588379701519,632.7660697786989,52.345415778251606,284,HON
12122.496159353905,166819.51601312144,21.224961593539046,1568.1951601312144,53.64274150026983,279,IDXX
7451.4195702786565,16494.78447735854,-25.485804297213438,64.94784477358539,51.06951871657755,285,INTC
61098.4438883014,226902.83050112997,510.98443888301404,2169.0283050112994,53.55784899511136,282,INTU
33818.38863241577,149753.2216877419,238.1838863241577,1397.532216877419,52.93478260869565,285,ISRG
24862.42180743988,101758.08905452424,148.6242180743988,917.5808905452424,53.61771058315335,286,KDP
9429.84541169083,6837.740936373532,-5.701545883091694,-31.622590636264675,50.303030303030305,179,KHC
71127.84540048579,327577.3963889114,611.278454004858,3175.7739638891144,53.71491469455146,282,KLAC
27695.037859466804,77342.22820281777,176.95037859466805,673.4222820281777,51.75246440306681,285,LIN
65036.61662485096,222796.2779874831,550.3661662485097,2127.962779874831,52.86089238845144,287,LRCX
24327.696339827275,196603.04600677997,143.27696339827273,1866.0304600677996,50.026329647182735,292,LULU
