,Strategy_Return (%),Simple_Return (%)
2010,0.0,35.889127183825224
2011,35.25907138893128,13.302942904616518
2012,-8.541199165412447,-0.05583599331302923
2013,-6.331638740164755,22.533909981982028
2014,30.09372118944652,14.64472994129049
2015,7.821679540680974,-2.3044060987365644
2016,34.33020855510325,21.385434981126597
2017,23.434382320802875,26.531616852003093
2018,-0.12944685659470423,-1.232519094743366
2019,13.328662630553175,20.204206877934283
2020,10.285836936965872,32.45325404362051
2021,-5.799217150495225,-2.4518559656741186
2022,-10.195704095743876,-6.838566108874428
2023,13.488405123273376,13.644400847561666
2024,-0.2155496067989895,0.04867007637096085
