,Strategy_Return (%),Simple_Return (%)
2010,-1.562735621329284,-15.043380257572899
2011,11.984113197325183,14.777223492824273
2012,22.793871213833615,66.9270942444351
2013,11.113456734975804,47.290286316529624
2014,5.112668535106308,12.362897350232787
2015,1.8289378307526218,3.260681829545726
2016,2.503071052961461,-9.105329671701217
2017,6.583584760305748,0.2688510249357229
2018,3.1982364164969836,-4.273452381755434
2019,4.7765235925073535,2.7566337268074204
2020,11.220560589004101,-0.7023962394083397
2021,7.212953914676201,9.00894224483811
2022,17.859731025168145,10.17453120862882
2023,2.788050292729317,-0.1639571781292575
2024,-0.3080505110249383,-2.8832173795621046
