Date,Open,Close,Poly_Center,Upper_Band,Lower_Band,Signal,Position,Daily_Return,Strategy_Return,Strategy_Portfolio_Value,Simple_Portfolio_Value
2010-01-04,5.945078002076391,6.023162364959717,,,,,0.0,0.0,0.0,10000.0,10000.0
2010-01-05,6.0089666589010875,5.941529750823975,,,,,0.0,-0.013553115322051945,-0.0,10000.0,9864.46884677948
2010-01-06,5.955726455763982,5.898937702178955,,,,,0.0,-0.007168532420310236,-0.0,10000.0,9792.783522576377
2010-01-07,5.930880475929255,6.023162364959717,,,,,0.0,0.02105881924043307,0.0,10000.0,10003.371714980709
2010-01-08,6.00896482073194,6.005415439605713,,,,,0.0,-0.002946446447674722,-0.0,10000.0,9973.907250503962
2010-01-11,5.987671167832382,5.96637487411499,,,,,0.0,-0.006500893382537676,-0.0,10000.0,9908.898316678586
2010-01-12,5.945076909124832,5.859893798828125,,,,,0.0,-0.017846863050599016,-0.0,10000.0,9730.429686172594
2010-01-13,5.920232340801015,5.952176094055176,,,,,0.0,0.01574811735419268,0.0,10000.0,9887.910859714522
2010-01-14,5.9699211188723185,5.91668176651001,,,,,0.0,-0.005963252260062779,-0.0,10000.0,9828.278337113894
2010-01-15,5.941529325710543,5.902486801147461,,,,,0.0,-0.0023991429525407337,-0.0,10000.0,9804.286907588486
2010-01-19,5.937980492800585,5.96637487411499,,,,,0.0,0.010823924748990521,0.0,10000.0,9912.52615507839
2010-01-20,5.884739940810104,5.8634443283081055,,,,,0.0,-0.017251773141752635,-0.0,10000.0,9740.008423660865
2010-01-21,5.863443491808312,5.678879737854004,,,,,0.0,-0.03147716258906774,-0.0,10000.0,9425.236797770187
2010-01-22,5.682428172390225,5.62563943862915,,,,,0.0,-0.009375141169122969,-0.0,10000.0,9331.485386078959
2010-01-25,5.632738047060198,5.682428359985352,,,,,0.0,0.010094660700480151,0.0,10000.0,9432.43199308376
2010-01-26,5.646935395392829,5.572400093078613,,,,,0.0,-0.019362895567947236,-0.0,10000.0,9238.803037404286
2010-01-27,5.547554760463896,5.62563943862915,,,,,0.0,0.009554113965482225,0.0,10000.0,9334.344177059109
2010-01-28,5.668233440872355,5.544007778167725,,,,,0.0,-0.014510645652277665,-0.0,10000.0,9189.237720536334
2010-01-29,5.590146870966238,5.618541240692139,,,,,0.0,0.01344396788509683,0.0,10000.0,9323.677399387301
2010-02-01,5.707274994472891,5.6575846672058105,,,,,0.0,0.0069490326476382425,0.0,10000.0,9393.167725863683
2010-02-02,5.625639959204738,5.781809329986572,,,,,0.0,0.021957190230104784,0.0,10000.0,9612.73962816473
2010-02-03,5.870541298337195,5.668231010437012,,,,,0.0,-0.019644079053334096,-0.0,10000.0,9416.29883763139
2010-02-04,5.607894235659725,5.508513927459717,,,,,0.0,-0.02817758886029964,-0.0,10000.0,9134.522949028395
2010-02-05,5.504962868457178,5.473019123077393,,,,,0.0,-0.0064436261484942525,-0.0,10000.0,9070.086687543451
2010-02-08,5.48366926915271,5.398486137390137,,,,,0.0,-0.01361825785935622,-0.0,10000.0,8933.90410894989
2010-02-09,5.458823875163774,5.46237325668335,,,,,0.0,0.011834265693622559,0.0,10000.0,9052.246765886115
2010-02-10,5.480118679754095,5.433978080749512,,,,,0.0,-0.005198322157698665,-0.0,10000.0,9000.263544309128
2010-02-11,5.416232713695439,5.441077709197998,,,,,0.0,0.0013065250435289055,0.0,10000.0,9013.328794744417
2010-02-12,5.37718991175151,5.444626808166504,,,,,0.0,0.000652278676797069,0.0,10000.0,9019.851581512388
2010-02-16,5.533359373747008,5.561753749847412,,,,,0.0,0.02151239117164594,0.0,10000.0,9234.975493228847
2010-02-17,5.597247173868241,5.558204650878906,,,,,0.0,-0.0006381258732649497,-0.0,10000.0,9228.594234496199
2010-02-18,5.572400063258403,5.583047866821289,,,,,0.0,0.004469647575580771,0.0,10000.0,9273.290710252006
2010-02-19,5.551105065607828,5.678879737854004,,,,,0.0,0.017164794807191353,0.0,10000.0,9444.93865832392
2010-02-22,5.7143736297059435,5.746317386627197,,,,,0.0,0.011875167618653926,0.0,10000.0,9563.690334510458
